team name,num,name,age,nationality,position,market value
Squad Aurora Pro Patria,14,Luca Bertoni,31,Italy,Defensive Midfield,€225k
Squad Aurora Pro Patria,31,Andrea Mallamo,21,Italy,Defensive Midfield,€100k
Squad Aurora Pro Patria,16,Giovanni Fietta,39,Italy,Defensive Midfield,€50k
Squad Aurora Pro Patria,25,Davide Ferri,21,Italy,Central Midfield,€225k
Squad Aurora Pro Patria,10,Gianluca Nicco,35,Italy,Central Midfield,€200k
Squad Aurora Pro Patria,8,Francesco Marano,33,Italy,Central Midfield,€100k
Squad Aurora Pro Patria,17,Giorgio Citterio,21,Italy,Central Midfield,€75k
Squad Aurora Pro Patria,18,Leonardo Piran,20,Italy,Central Midfield,€50k
Squad Aurora Pro Patria,23,Filippo Ghioldi,25,Italy,Central Midfield,€25k
Squad Aurora Pro Patria,20,Guillaume Renault,22,Italy,Right Midfield,€175k
Squad Aurora Pro Patria,28,Marco Somma,22,Italy,Right Midfield,€75k
Squad Aurora Pro Patria,3,Angelo Ndrecka,22,Albania,Left Midfield,€275k
Squad Aurora Pro Patria,27,Christophe Renault,22,Italy,Left Midfield,€50k
Squad Aurora Pro Patria,7,Leonardo Stanzani,24,Italy,Second Striker,€275k
Squad Aurora Pro Patria,11,Jonathan Pitou,19,France,Second Striker,€250k
Squad Aurora Pro Patria,30,Davide Castelli,24,Italy,Centre-Forward,€150k
Squad Aurora Pro Patria,9,Sean Parker,26,Italy,Centre-Forward,€100k
Squad Aurora Pro Patria,69,Dennis Curatolo,20,Italy,Centre-Forward,€100k
Squad UC AlbinoLeffe,1,Leandro Pratelli,21,Italy,Goalkeeper,€125k
Squad UC AlbinoLeffe,22,Christian Marietta,22,Italy,Goalkeeper,€125k
Squad UC AlbinoLeffe,72,Leonardo Moleri,22,Italy,Goalkeeper,€25k
Squad UC AlbinoLeffe,5,Stefano Marchetti,25,Italy,Centre-Back,€200k
Squad UC AlbinoLeffe,33,Diego Borghini,27,Italy,Centre-Back,€200k
Squad UC AlbinoLeffe,13,Luca Milesi,30,Italy,Centre-Back,€175k
Squad UC AlbinoLeffe,23,Mirko Saltarelli,26,Italy,Centre-Back,€150k
Squad UC AlbinoLeffe,44,Riccardo Gatti,27,Italy,Centre-Back,€150k
Squad UC AlbinoLeffe,30,Riccardo Baroni,25,Italy,Centre-Back,€50k
Squad UC AlbinoLeffe,67,Filippo Ercolani,21,Italy,Left-Back,€25k
Squad UC AlbinoLeffe,16,Mihai Gușu,27,Romania,Right-Back,€225k
Squad UC AlbinoLeffe,7,Gaël Genevier,41,France,Defensive Midfield,€50k
Squad UC AlbinoLeffe,95,Mattia Agostinelli,19,Italy,Defensive Midfield,€50k
Squad UC AlbinoLeffe,8,Michael Brentan,22,Italy,Central Midfield,€225k
Squad UC AlbinoLeffe,10,Marco Piccoli,22,Italy,Central Midfield,€200k
Squad UC AlbinoLeffe,6,Issa Doumbia,20,Italy,Central Midfield,€175k
Squad UC AlbinoLeffe,4,Francesco Giorno,30,Italy,Central Midfield,€100k
Squad UC AlbinoLeffe,17,Duccio Toccafondi,20,Italy,Central Midfield,€75k
Squad UC AlbinoLeffe,42,Andrea Allieri,19,Italy,Central Midfield,€50k
Squad UC AlbinoLeffe,3,Matteo Zanini,29,Italy,Right Midfield,€150k
Squad UC AlbinoLeffe,27,Davide Munari,24,Italy,Left Midfield,€175k
Squad UC AlbinoLeffe,11,Mohamed Alì Zoma,20,Cote d'Ivoire,Second Striker,€250k
Squad UC AlbinoLeffe,20,Carmelo Muzio,21,Italy,Second Striker,€75k
Squad UC AlbinoLeffe,60,Andrea Arrighini,33,Italy,Centre-Forward,€250k
Squad UC AlbinoLeffe,9,Cristian Carletti,27,Italy,Centre-Forward,€125k
Squad UC AlbinoLeffe,91,Salvatore Longo,23,Italy,Centre-Forward,€100k
Squad UC AlbinoLeffe,19,Mattia Angeloni,19,Italy,Centre-Forward,€25k
Squad UC AlbinoLeffe,90,Rrok Toma,20,Albania,Centre-Forward,€25k
Squad US Pergolettese 1932,22,Matteo Soncin,23,Italy,Goalkeeper,€275k
Squad US Pergolettese 1932,1,Marco Cattaneo,19,Italy,Goalkeeper,€50k
Squad US Pergolettese 1932,12,Filippo Doldi,19,Italy,Goalkeeper,€25k
Squad US Pergolettese 1932,35,Stefano Piccinini,21,Italy,Centre-Back,€250k
Squad US Pergolettese 1932,3,Alessandro Lambrughi,36,Italy,Centre-Back,€125k
Squad US Pergolettese 1932,30,Riccardo Bignami,23,Italy,Centre-Back,€50k
Squad US Pergolettese 1932,13,Gian Filippo Felicioli,26,Italy,Left-Back,€250k
Squad US Pergolettese 1932,33,Mattia Capoferri,22,Italy,Left-Back,€175k
Squad US Pergolettese 1932,2,Daniel Tonoli,21,Italy,Right-Back,€225k
Squad US Pergolettese 1932,24,Andrea Schiavini,19,Italy,Right-Back,€50k
Squad US Pergolettese 1932,4,Mariano Arini,37,Italy,Defensive Midfield,€200k
Squad US Pergolettese 1932,6,Lorenzo Andreoli,23,Italy,Defensive Midfield,€150k
Squad US Pergolettese 1932,18,Federico Artioli,22,Italy,Central Midfield,€225k
Squad US Pergolettese 1932,31,Christian Aucelli,21,Italy,Central Midfield,€175k
Squad US Pergolettese 1932,5,Matteo Figoli,23,Italy,Central Midfield,€150k
Squad US Pergolettese 1932,80,Zaid Jaouhari,21,Italy,Central Midfield,€75k
Squad US Pergolettese 1932,10,Andrea Mazzarani,34,Italy,Attacking Midfield,€75k
Squad US Pergolettese 1932,32,Gabriele Tacchinardi,18,Italy,Left Winger,€25k
Squad US Pergolettese 1932,77,Riccardo Bozzuto,19,Italy,Left Winger,€25k
Squad US Pergolettese 1932,7,Davide Bariti,32,Italy,Right Winger,€275k
Squad US Pergolettese 1932,8,Jacopo Cerasani,20,Italy,Right Winger,€75k
Squad US Pergolettese 1932,9,Alessandro Piu,27,Italy,Second Striker,€100k
Squad US Pergolettese 1932,11,Bernat Guiu,23,Spain,Centre-Forward,€200k
Squad US Pergolettese 1932,91,Giuseppe De Luca,32,Italy,Centre-Forward,€200k
Squad US Pergolettese 1932,70,Federico Caia,20,Italy,Centre-Forward,€125k
Squad FC Lumezzane,22,Matteo Rizzo,19,Italy,Goalkeeper,€175k
Squad FC Lumezzane,1,Stefano Filigheddu,21,Italy,Goalkeeper,€75k
Squad FC Lumezzane,12,Ernesto Greco,18,Italy,Goalkeeper,€25k
Squad FC Lumezzane,21,Alessandro Dalmazzi,29,Italy,Centre-Back,€250k
Squad FC Lumezzane,6,Cesare Pogliano,26,Italy,Centre-Back,€150k
Squad FC Lumezzane,38,Kevin Tortelli,19,Italy,Centre-Back,-
Squad FC Lumezzane,33,Samuele Righetti,22,Italy,Left-Back,€175k
Squad FC Lumezzane,19,Gianluca Parodi,20,Italy,Left-Back,€50k
Squad FC Lumezzane,28,Samuele Regazzetti,19,Italy,Right-Back,€100k
Squad FC Lumezzane,3,Eros Pisano,37,Italy,Right-Back,€50k
Squad FC Lumezzane,2,Jacopo Deratti,20,Italy,Right-Back,€25k
Squad FC Lumezzane,5,Michele Troiani,27,Italy,Right-Back,€25k
Squad FC Lumezzane,27,Gianluca Scremin,20,Italy,Right-Back,€25k
Squad FC Lumezzane,4,Anthony Taugourdeau,34,France,Defensive Midfield,€75k
Squad FC Lumezzane,18,Simone Pesce,41,Italy,Defensive Midfield,€25k
Squad FC Lumezzane,17,Carlo Ilari,32,Italy,Central Midfield,€250k
Squad FC Lumezzane,7,Marco Moscati,31,Italy,Central Midfield,€225k
Squad FC Lumezzane,8,Michele Calì,29,Italy,Central Midfield,€150k
Squad FC Lumezzane,23,Manuel Poledri,23,Italy,Central Midfield,€125k
Squad FC Lumezzane,32,Mattia Iori,26,Italy,Attacking Midfield,€200k
Squad FC Lumezzane,20,Cristian Spini,22,Italy,Attacking Midfield,€125k
Squad FC Lumezzane,11,Andrea Capelli,25,Italy,Left Winger,€200k
Squad FC Lumezzane,10,Manuele Malotti,26,Italy,Right Winger,€225k
Squad FC Lumezzane,9,Erik Gerbi,23,Italy,Centre-Forward,€275k
Squad FC Lumezzane,34,Kevin Cannavò,24,Italy,Centre-Forward,€200k
Squad FC Lumezzane,16,Andrey Galabinov,35,Bulgaria,Centre-Forward,€150k
Squad FC Lumezzane,14,Alberto Basso Ricci,19,Italy,Centre-Forward,€100k
Squad Virtusvecomp Verona,22,Sheikh Sibi,26,The Gambia,Goalkeeper,€200k
Squad Virtusvecomp Verona,12,Michele Voltan,22,Italy,Goalkeeper,€75k
Squad Virtusvecomp Verona,1,Alberto Zecchin,21,Italy,Goalkeeper,€50k
Squad Virtusvecomp Verona,13,Marco Ruggero,23,Italy,Centre-Back,€225k
Squad Virtusvecomp Verona,35,Eddy Cabianca,21,Italy,Centre-Back,€150k
Squad Virtusvecomp Verona,3,Francesco Mazzolo,22,Italy,Centre-Back,€125k
Squad Virtusvecomp Verona,15,Michael Ntube,23,Italy,Centre-Back,€125k
Squad Virtusvecomp Verona,42,Riccardo Lodovici,19,Italy,Centre-Back,€25k
Squad Virtusvecomp Verona,34,Diego Ronco,19,Italy,Centre-Back,€10k
Squad Virtusvecomp Verona,11,Gianni Manfrin,30,Italy,Left-Back,€175k
Squad Virtusvecomp Verona,6,Manuel Daffara,34,Italy,Right-Back,€250k
Squad Virtusvecomp Verona,24,Antonio Metlika,22,Italy,Defensive Midfield,€200k
Squad Virtusvecomp Verona,5,Dino Mehić,21,Italy,Defensive Midfield,€75k
Squad Virtusvecomp Verona,16,Marco Amadio,24,Italy,Central Midfield,€200k
Squad Virtusvecomp Verona,14,Leonardo Zarpellon,24,Italy,Central Midfield,€150k
Squad Virtusvecomp Verona,70,Elian Demirovic,23,Slovenia,Central Midfield,€150k
Squad Virtusvecomp Verona,23,Francesco Toffanin,21,Italy,Central Midfield,€100k
Squad Virtusvecomp Verona,77,Filippo Vesentini,21,Italy,Central Midfield,€50k
Squad Virtusvecomp Verona,8,Gianmarco Begheldo,20,Italy,Attacking Midfield,€75k
Squad Virtusvecomp Verona,28,Christian Odogwu,20,Nigeria,Attacking Midfield,€25k
Squad Virtusvecomp Verona,21,Juanito Gómez,38,Argentina,Left Winger,€175k
Squad Virtusvecomp Verona,7,Andrea Nalini,33,Italy,Right Winger,€125k
Squad Virtusvecomp Verona,10,Domenico Danti,35,Italy,Second Striker,€200k
Squad Virtusvecomp Verona,97,Luca Ambrosi,19,Italy,Second Striker,€25k
Squad Virtusvecomp Verona,18,Damir Céter,26,Colombia,Centre-Forward,€250k
Squad Virtusvecomp Verona,17,Gianmarco Zigoni,32,Italy,Centre-Forward,€100k
Squad Virtusvecomp Verona,90,Alessio Menato,22,Italy,Centre-Forward,€100k
Squad US Alessandria Calcio 1912,1,Alessandro Farroni,26,Italy,Goalkeeper,€200k
Squad US Alessandria Calcio 1912,33,Andrea Spurio,25,Italy,Goalkeeper,€75k
Squad US Alessandria Calcio 1912,22,Rosario Rizzitano,25,Italy,Goalkeeper,€25k
Squad US Alessandria Calcio 1912,13,Lorenzo Giubilato,23,Italy,Centre-Back,€175k
Squad US Alessandria Calcio 1912,32,Filippo Fiumanò,21,Italy,Centre-Back,€150k
Squad US Alessandria Calcio 1912,17,Ertijon Gega,22,Albania,Centre-Back,€75k
Squad US Alessandria Calcio 1912,26,Ndir Mame Ass,23,Senegal,Centre-Back,€50k
Squad US Alessandria Calcio 1912,5,Francesco Cusumano,23,Italy,Centre-Back,€25k
Squad US Alessandria Calcio 1912,3,Enrico Rossi,23,Italy,Left-Back,€150k
Squad US Alessandria Calcio 1912,21,Leonardo Nunzella,31,Italy,Left-Back,€150k
Squad US Alessandria Calcio 1912,16,Théo Parrinello,23,France,Left-Back,€25k
Squad US Alessandria Calcio 1912,8,Arensi Rota,28,Greece,Right-Back,€175k
Squad US Alessandria Calcio 1912,23,Simone Ciancio,36,Italy,Right-Back,€150k
Squad US Alessandria Calcio 1912,6,Ian Soler,28,Spain,Defensive Midfield,€300k
Squad US Alessandria Calcio 1912,4,Marco Nichetti,27,Italy,Defensive Midfield,€175k
Squad US Alessandria Calcio 1912,24,Alessandro Mastalli,28,Italy,Central Midfield,€175k
Squad US Alessandria Calcio 1912,18,Lorenzo Pellegrini,20,Italy,Central Midfield,€125k
Squad US Alessandria Calcio 1912,66,Alfonso Sepe,21,Italy,Central Midfield,€125k
Squad US Alessandria Calcio 1912,28,Giovanni Foresta,28,Italy,Central Midfield,€100k
Squad US Alessandria Calcio 1912,14,Alessandro Pellitteri,20,Italy,Central Midfield,€75k
Squad US Alessandria Calcio 1912,20,Nicolás Femia,27,Argentina,Central Midfield,€50k
Squad US Alessandria Calcio 1912,53,Simone Molinaro,19,Italy,Attacking Midfield,€50k
Squad US Alessandria Calcio 1912,7,Marwen Gazoul,19,Morocco,Second Striker,€75k
Squad US Alessandria Calcio 1912,9,Óscar Siafa,26,Equatorial Guinea,Centre-Forward,€150k
Squad US Alessandria Calcio 1912,29,Karolis Laukzemis,32,Lithuania,Centre-Forward,€150k
Squad US Alessandria Calcio 1912,79,Doudou Mangni,31,Italy,Centre-Forward,€150k
Squad US Alessandria Calcio 1912,99,Luigi Samele,22,Italy,Centre-Forward,€125k
Squad US Alessandria Calcio 1912,11,Gennaro Anatriello,20,Italy,Centre-Forward,€100k
Squad US Alessandria Calcio 1912,31,Tommaso Busatto,22,Italy,Centre-Forward,€50k
Squad FC Legnago Salus,1,Mattia Fortin,20,Italy,Goalkeeper,€150k
Squad FC Legnago Salus,22,Riccardo Tosi,24,Italy,Goalkeeper,€100k
Squad FC Legnago Salus,12,Marco Businarolo,18,Italy,Goalkeeper,€25k
Squad FC Legnago Salus,6,Carlo Pelagatti,35,Italy,Centre-Back,€200k
Squad FC Legnago Salus,32,Gianmaria Zanandrea,24,Italy,Centre-Back,€150k
Squad FC Legnago Salus,13,Andrei Motoc,21,Moldova,Centre-Back,€100k
Squad FC Legnago Salus,4,Edoardo Sbampato,26,Italy,Centre-Back,€50k
Squad FC Legnago Salus,3,Simone Mazzali,21,Italy,Left-Back,€150k
Squad FC Legnago Salus,24,Brayan Boci,20,Albania,Left-Back,€150k
Squad FC Legnago Salus,21,Giacomo Ruggeri,21,Italy,Left-Back,€75k
Squad FC Legnago Salus,26,Mario Noce,24,Italy,Right-Back,€175k
Squad FC Legnago Salus,14,Martino Travaglini,19,Italy,Right-Back,€50k
Squad FC Legnago Salus,2,Alae Hadaji,21,Italy,Right-Back,€25k
Squad FC Legnago Salus,77,Manuel Martic,28,Austria,Defensive Midfield,€200k
Squad FC Legnago Salus,25,Enrico Casarotti,20,Italy,Defensive Midfield,€100k
Squad FC Legnago Salus,5,Federico Viero,25,Italy,Defensive Midfield,€50k
Squad FC Legnago Salus,8,Kenneth Van Ransbeeck,29,Belgium,Central Midfield,€175k
Squad FC Legnago Salus,7,Moussa Baradji,23,France,Central Midfield,€125k
Squad FC Legnago Salus,18,Boubacarr Sambou,24,The Gambia,Central Midfield,€125k
Squad FC Legnago Salus,19,Aboubakar Diaby,23,Cote d'Ivoire,Central Midfield,€100k
Squad FC Legnago Salus,36,Andrea Franzolini,20,Italy,Central Midfield,€75k
Squad FC Legnago Salus,23,Vincenzo Muteba,21,Italy,Right Midfield,€75k
Squad FC Legnago Salus,11,Luca Zanetti,21,Italy,Left Midfield,€25k
Squad FC Legnago Salus,9,Sebastiano Svidercoschi,24,Italy,Centre-Forward,€175k
Squad FC Legnago Salus,10,Daniele Rocco,34,Italy,Centre-Forward,€175k
Squad FC Legnago Salus,20,Elia Giani,23,Italy,Centre-Forward,€125k
Squad FC Legnago Salus,90,Jerry Mbakogu,31,Nigeria,Centre-Forward,€125k
Squad FC Legnago Salus,29,Nikola Buric,27,Croatia,Centre-Forward,€75k
Squad US Fiorenzuola 1922,1,Matteo Sorzi,23,Italy,Goalkeeper,€125k
Squad US Fiorenzuola 1922,22,Riccardo Bertozzi,28,Italy,Goalkeeper,€25k
Squad US Fiorenzuola 1922,4,Simone Potop,24,Italy,Centre-Back,€175k
Squad US Fiorenzuola 1922,23,Riccardo Nava,27,Italy,Centre-Back,€175k
Squad US Fiorenzuola 1922,6,Andrea Bondioli,27,Italy,Centre-Back,€100k
Squad US Fiorenzuola 1922,38,Stefano Roberto Reali,21,Italy,Centre-Back,€75k
Squad US Fiorenzuola 1922,26,Michele Cremonesi,36,Italy,Centre-Back,€50k
Squad US Fiorenzuola 1922,28,Giorgio Brogni,23,Italy,Left-Back,€100k
Squad US Fiorenzuola 1922,3,Mattia Maffei,19,Italy,Left-Back,€50k
Squad US Fiorenzuola 1922,2,Davide Gentile,20,Italy,Right-Back,€150k
Squad US Fiorenzuola 1922,19,Christian Sussi,23,Italy,Right-Back,€125k
Squad US Fiorenzuola 1922,5,Jacopo Nelli,23,Italy,Defensive Midfield,€100k
Squad US Fiorenzuola 1922,29,Mattia Musatti,20,Italy,Defensive Midfield,€75k
Squad US Fiorenzuola 1922,27,Luca Mora,35,Italy,Central Midfield,€200k
Squad US Fiorenzuola 1922,10,Davide Di Quinzio,34,Italy,Central Midfield,€100k
Squad US Fiorenzuola 1922,32,Enrico Di Gesù,22,Italy,Central Midfield,€50k
Squad US Fiorenzuola 1922,7,Yuriy Gonzi,30,Russia,Right Midfield,€150k
Squad US Fiorenzuola 1922,30,Felice D'Amico,23,Italy,Attacking Midfield,€150k
Squad US Fiorenzuola 1922,14,Edoardo Oneto,28,Italy,Attacking Midfield,€125k
Squad US Fiorenzuola 1922,21,Mattia Morello,24,Italy,Left Winger,€175k
Squad US Fiorenzuola 1922,90,Nicola Anelli,19,Italy,Left Winger,€50k
Squad US Fiorenzuola 1922,13,Assane Seck,20,Senegal,Right Winger,€75k
Squad US Fiorenzuola 1922,11,Miloš Bočić,24,Serbia,Centre-Forward,€200k
Squad US Fiorenzuola 1922,9,Thomas Alberti,25,Italy,Centre-Forward,€150k
Squad US Fiorenzuola 1922,18,Fabio Ceravolo,37,Italy,Centre-Forward,€150k
Squad US Fiorenzuola 1922,20,Gabriel Popovic,20,Australia,Centre-Forward,€100k
Squad AS Giana Erminio,22,Gioele Zacchi,20,Italy,Goalkeeper,€300k
Squad AS Giana Erminio,1,Carlo Pirola,22,Italy,Goalkeeper,€100k
Squad AS Giana Erminio,12,Samuele Magni,18,Italy,Goalkeeper,€25k
Squad AS Giana Erminio,73,Gabriele Minotti,21,Italy,Centre-Back,€200k
Squad AS Giana Erminio,4,Lorenzo Ferrante,26,Italy,Centre-Back,€75k
Squad AS Giana Erminio,77,Andrea Piazza,20,Italy,Centre-Back,€75k
Squad AS Giana Erminio,16,Matteo Colombara,19,Italy,Centre-Back,€50k
Squad AS Giana Erminio,19,Michele Francolini,18,Italy,Centre-Back,€25k
Squad AS Giana Erminio,3,Filippo Groppelli,20,Italy,Left-Back,€100k
Squad AS Giana Erminio,27,Lorenzo Corno,31,Italy,Left-Back,€50k
Squad AS Giana Erminio,26,Nicolas Previtali,19,Italy,Right-Back,€100k
Squad AS Giana Erminio,2,Thomas Boafo,20,Italy,Right-Back,€50k
Squad AS Giana Erminio,14,Matteo Marotta,34,Italy,Defensive Midfield,€150k
Squad AS Giana Erminio,21,Claudio Messaggi,22,Italy,Central Midfield,€125k
Squad AS Giana Erminio,18,Christian Acella,21,Italy,Central Midfield,€100k
Squad AS Giana Erminio,7,Daniele Pinto,37,Italy,Central Midfield,€75k
Squad AS Giana Erminio,23,Lorenzo Caferri,24,Italy,Right Midfield,€125k
Squad AS Giana Erminio,20,Alessandro Lamesta,27,Italy,Left Midfield,€175k
Squad AS Giana Erminio,24,Andrea Franzoni,27,Italy,Attacking Midfield,€200k
Squad AS Giana Erminio,8,Marco Ballabio,23,Italy,Attacking Midfield,€125k
Squad AS Giana Erminio,70,Edoardo Gotti,18,Italy,Attacking Midfield,€25k
Squad AS Giana Erminio,17,Maguette Fall,29,Senegal,Centre-Forward,€200k
Squad AS Giana Erminio,90,Francesco Verde,24,Italy,Centre-Forward,€175k
Squad AS Giana Erminio,10,Fabio Perna,37,Italy,Centre-Forward,€150k
Squad AS Giana Erminio,30,Matteo Barzotti,32,Italy,Centre-Forward,€150k
Squad AS Giana Erminio,97,Mbarick Fall,26,Senegal,Centre-Forward,€75k
Squad Juventus Next Gen,30,Giovanni Daffara,19,Italy,Goalkeeper,€250k
Squad Juventus Next Gen,1,Giovanni Garofani,21,Italy,Goalkeeper,€200k
Squad Juventus Next Gen,25,Simone Scaglia,19,Italy,Goalkeeper,€25k
Squad Juventus Next Gen,5,Tarik Muharemovic,21,Bosnia-Herzegovina,Centre-Back,€500k
Squad Juventus Next Gen,3,Diego Stramaccioni,23,Italy,Centre-Back,€200k
Squad Juventus Next Gen,31,Riccardo Stivanello,19,Italy,Centre-Back,€200k
Squad Juventus Next Gen,13,Fabrizio Poli,34,Italy,Centre-Back,€100k
Squad Juventus Next Gen,-,Pedro Felipe,19,Brazil,Centre-Back,-
Squad Juventus Next Gen,32,Riccardo Turicchia,21,Italy,Left-Back,€850k
Squad Juventus Next Gen,19,Jonas Rouhi,20,Sweden,Left-Back,€100k
Squad Juventus Next Gen,14,Gabriele Mulazzi,21,Italy,Right-Back,€300k
Squad Juventus Next Gen,2,Nicolò Savona,21,Italy,Right-Back,€200k
Squad Juventus Next Gen,26,Samuele Damiani,26,Italy,Defensive Midfield,€250k
Squad Juventus Next Gen,8,Joseph Nonge,18,Belgium,Central Midfield,€3.00m
Squad Juventus Next Gen,21,Martin Palumbo,22,Norway,Central Midfield,€500k
Squad Juventus Next Gen,29,Dikeni Salifou,20,Togo,Central Midfield,€300k
Squad Juventus Next Gen,41,Andrea Bonetti,20,Italy,Central Midfield,€150k
Squad Juventus Next Gen,15,Livano Comenencia,20,Netherlands,Right Midfield,€1.00m
Squad Juventus Next Gen,7,Luis Hasa,20,Italy,Attacking Midfield,€700k
Squad Juventus Next Gen,11,Samuel Mbangula,20,Belgium,Left Winger,€200k
Squad Juventus Next Gen,20,Simone Iocolano,34,Italy,Left Winger,€200k
Squad Juventus Next Gen,33,Clemente Perotti,21,Italy,Left Winger,€75k
Squad Juventus Next Gen,44,Nikola Sekulov,22,Italy,Right Winger,€500k
Squad Juventus Next Gen,36,Lorenzo Anghelè,19,Italy,Second Striker,€300k
Squad Juventus Next Gen,23,Tommaso Mancini,19,Italy,Centre-Forward,€600k
Squad Juventus Next Gen,9,Leonardo Cerri,21,Italy,Centre-Forward,€500k
Squad Juventus Next Gen,50,Cosimo da Graça,21,Italy,Centre-Forward,€500k
Squad Juventus Next Gen,17,Simone Guerra,34,Italy,Centre-Forward,€300k
Squad Cesena FC,1,Matteo Pisseri,32,Italy,Goalkeeper,€300k
Squad Cesena FC,33,Jonathan Klinsmann,27,United States,Goalkeeper,€200k
Squad Cesena FC,61,Alessandro Siano,22,Italy,Goalkeeper,€150k
Squad Cesena FC,34,Giulio Veliaj,19,Italy,Goalkeeper,€25k
Squad Cesena FC,46,Alessandro Bagli,17,Italy,Goalkeeper,€25k
Squad Cesena FC,15,Andrea Ciofi,24,Italy,Centre-Back,€500k
Squad Cesena FC,19,Giuseppe Prestia,30,Italy,Centre-Back,€500k
Squad Cesena FC,28,Luigi Silvestri,31,Italy,Centre-Back,€500k
Squad Cesena FC,26,Matteo Piacentini,24,Italy,Centre-Back,€100k
Squad Cesena FC,13,Luca Coccolo,26,Italy,Centre-Back,€75k
Squad Cesena FC,25,Antonio David,20,Italy,Left-Back,€150k
Squad Cesena FC,3,Enea Pitti,19,Italy,Left-Back,€25k
Squad Cesena FC,24,Edoardo Pierozzi,22,Italy,Right-Back,€300k
Squad Cesena FC,73,Simone Pieraccini,20,Italy,Right-Back,€300k
Squad Cesena FC,20,Francesco De Rose,36,Italy,Defensive Midfield,€300k
Squad Cesena FC,70,Matteo Francesconi,20,Italy,Central Midfield,€400k
Squad Cesena FC,8,Saber Hraiech,28,Italy,Central Midfield,€250k
Squad Cesena FC,5,Ivan Varone,31,Italy,Central Midfield,€200k
Squad Cesena FC,17,Emanuele Adamo,25,Italy,Right Midfield,€500k
Squad Cesena FC,7,Daniele Donnarumma,32,Italy,Left Midfield,€500k
Squad Cesena FC,14,Tommaso Berti,20,Italy,Attacking Midfield,€500k
Squad Cesena FC,4,Riccardo Chiarello,30,Italy,Attacking Midfield,€150k
Squad Cesena FC,30,Alessandro Giovannini,19,Italy,Attacking Midfield,€75k
Squad Cesena FC,10,Augustus Kargbo,24,Sierra Leone,Left Winger,€600k
Squad Cesena FC,77,Giovanni Nannelli,24,Italy,Right Winger,€25k
Squad Cesena FC,9,Cristian Shpendi,20,Albania,Centre-Forward,€2.00m
Squad Cesena FC,18,Simone Corazza,33,Italy,Centre-Forward,€450k
Squad Cesena FC,11,Roberto Ogunseye,28,Italy,Centre-Forward,€300k
Squad SPAL,22,Cesare Galeotti,21,Italy,Goalkeeper,€175k
Squad SPAL,1,Enrico Alfonso,35,Italy,Goalkeeper,€150k
Squad SPAL,28,Mattia Del Favero,25,Italy,Goalkeeper,€150k
Squad SPAL,22,Marco Meneghetti,22,Italy,Goalkeeper,€25k
Squad SPAL,27,Patryk Peda,22,Poland,Centre-Back,€500k
Squad SPAL,13,Alessandro Bassoli,33,Italy,Centre-Back,€200k
Squad SPAL,23,Matteo Arena,25,Italy,Centre-Back,€150k
Squad SPAL,4,Nahuel Valentini,35,Argentina,Centre-Back,€100k
Squad SPAL,34,Philipp Breit,20,Austria,Centre-Back,€25k
Squad SPAL,33,Alessandro Tripaldelli,25,Italy,Left-Back,€400k
Squad SPAL,16,Filippo Saiani,19,Italy,Left-Back,€75k
Squad SPAL,2,Alessandro Fiordaliso,25,Italy,Right-Back,€250k
Squad SPAL,3,Matteo Bruscagin,34,Italy,Right-Back,€200k
Squad SPAL,24,Luca Ghiringhelli,32,Italy,Right-Back,€150k
Squad SPAL,17,Giuseppe Iglio,23,Italy,Right-Back,€75k
Squad SPAL,25,Marco Carraro,26,Italy,Defensive Midfield,€500k
Squad SPAL,77,Marcel Büchel,33,Liechtenstein,Defensive Midfield,€300k
Squad SPAL,5,Nicolò Contiliano,19,Italy,Defensive Midfield,€250k
Squad SPAL,6,Marco Bertini,21,Italy,Defensive Midfield,€150k
Squad SPAL,29,Steven Nador,21,Togo,Defensive Midfield,€100k
Squad SPAL,37,Fabio Maistro,26,Italy,Central Midfield,€700k
Squad SPAL,8,Riccardo Collodel,25,Italy,Central Midfield,€200k
Squad SPAL,75,Emanuele Rao,18,Italy,Left Winger,€150k
Squad SPAL,19,Nicola Dalmonte,26,Italy,Right Winger,€400k
Squad SPAL,26,Luca Siligardi,36,Italy,Right Winger,€200k
Squad SPAL,71,Simone Edera,27,Italy,Right Winger,€150k
Squad SPAL,9,Alessandro Orfei,21,Italy,Right Winger,€75k
Squad SPAL,21,Massimo Zilli,21,Italy,Centre-Forward,€400k
Squad SPAL,7,Mirco Antenucci,39,Italy,Centre-Forward,€200k
Squad SPAL,11,Simone Rabbi,22,Italy,Centre-Forward,€200k
Squad SPAL,20,Dario Sits,20,Latvia,Centre-Forward,€200k
Squad SPAL,10,Tomi Petrovic,25,Croatia,Centre-Forward,€175k
Squad Delfino Pescara 1936,22,Alessandro Plizzari,24,Italy,Goalkeeper,€500k
Squad Delfino Pescara 1936,1,Manuel Gasparini,21,Italy,Goalkeeper,€300k
Squad Delfino Pescara 1936,13,Riccardo Brosco,33,Italy,Centre-Back,€300k
Squad Delfino Pescara 1936,23,Filippo Pellacani,26,Italy,Centre-Back,€250k
Squad Delfino Pescara 1936,24,Ivan Mesik,22,Slovakia,Centre-Back,€250k
Squad Delfino Pescara 1936,5,Davide Di Pasquale,28,Italy,Centre-Back,€150k
Squad Delfino Pescara 1936,2,Lorenzo Milani,22,Italy,Left-Back,€300k
